ORDERNUMBER,ORDERDATE,SALES,STATUS,QTR_ID,MONTH_ID,YEAR_ID,ORDERLINENUMBER,QUANTITYORDERED,PRICEEACH,PRODUCTCODE,CUSTOMERNAME
10391, 3/9/2005 0:00  ,2416.56, Shipped   ,1,3,2005,4,24,100.0, S10_1949   ," ""Anna's Decorations Ltd""           "
10411, 5/1/2005 0:00  ,4140.23, Shipped   ,2,5,2005,9,23,100.0, S10_1949   , Quebec Home Shopping Network        
10424, 5/31/2005 0:00 ,12001.0, In Process,2,5,2005,6,50,100.0, S10_1949   , Euro Shopping Channel               
10107, 2/24/2003 0:00 ,3896.49, Shipped   ,1,2,2003,5,39,99.91, S10_2016   , Land of Toys Inc.                   
10120, 4/29/2003 0:00 ,2793.86, Shipped   ,2,4,2003,3,29,96.34, S10_2016   ," ""Australian Collectors Co.""        "
10134, 7/1/2003 0:00  ,3307.77, Shipped   ,3,7,2003,5,27,100.0, S10_2016   , Lyon Souveniers                     
10145, 8/25/2003 0:00 ,5192.95, Shipped   ,3,8,2003,9,37,100.0, S10_2016   , Toys4GrownUps.com                   
10159, 10/10/2003 0:00,5016.83, Shipped   ,4,10,2003,17,37,100.0, S10_2016   , Corporate Gift Ideas Co.            
10168, 10/28/2003 0:00,3660.93, Shipped   ,4,10,2003,4,27,100.0, S10_2016   , Technics Stores Inc.                
10180, 11/11/2003 0:00,4695.6, Shipped   ,4,11,2003,12,42,100.0, S10_2016   , Daedalus Designs Imports            
10188, 11/18/2003 0:00,3660.92, Shipped   ,4,11,2003,4,38,96.34, S10_2016   , Herkku Gifts                        
10201, 12/1/2003 0:00 ,3025.92, Shipped   ,4,12,2003,5,24,100.0, S10_2016   , Mini Wheels Co.                     
10210, 1/12/2004 0:00 ,3009.09, Shipped   ,1,1,2004,2,23,100.0, S10_2016   , Osaka Souveniers Co.                
10223, 2/20/2004 0:00 ,5422.39, Shipped   ,1,2,2004,4,47,100.0, S10_2016   ," ""Australian Collectors Co.""        "
10236, 4/3/2004 0:00  ,2852.08, Shipped   ,2,4,2004,1,22,100.0, S10_2016   , Motor Mint Distributors Inc.        
10251, 5/18/2004 0:00 ,5756.52, Shipped   ,2,5,2004,5,44,100.0, S10_2016   , Tekni Collectables Inc.             
10263, 6/28/2004 0:00 ,4472.0, Shipped   ,2,6,2004,5,40,100.0, S10_2016   , Gift Depot Inc.                     
10275, 7/23/2004 0:00 ,2904.44, Shipped   ,3,7,2004,4,22,100.0, S10_2016   , La Rochelle Gifts                   
10285, 8/27/2004 0:00 ,6484.59, Shipped   ,3,8,2004,9,47,100.0, S10_2016   , Marta's Replicas Co.                
10298, 9/27/2004 0:00 ,3757.26, Shipped   ,3,9,2004,1,39,96.34, S10_2016   , Atelier graphique                   
10308, 10/15/2004 0:00,4043.96, Shipped   ,4,10,2004,2,34,100.0, S10_2016   , Mini Classics                       
10318, 11/2/2004 0:00 ,5566.5, Shipped   ,4,11,2004,4,45,100.0, S10_2016   , Diecast Classics Inc.               
10329, 11/15/2004 0:00,3176.0, Shipped   ,4,11,2004,2,20,100.0, S10_2016   , Land of Toys Inc.                   
10339, 11/23/2004 0:00,2756.8, Shipped   ,4,11,2004,4,40,68.92, S10_2016   ," ""Tokyo Collectables Ltd""           "
10361, 12/17/2004 0:00,1329.9, Shipped   ,4,12,2004,8,26,51.15, S10_2016   , Souveniers And Things Co.           
10374, 2/2/2005 0:00  ,5288.01, Shipped   ,1,2,2005,5,39,100.0, S10_2016   ," ""Australian Gift Network Co""       "
10388, 3/3/2005 0:00  ,2225.5, Shipped   ,1,3,2005,5,50,44.51, S10_2016   , FunGiftIdeas.com                    
10402, 4/7/2005 0:00  ,5833.8, Shipped   ,2,4,2005,1,45,100.0, S10_2016   , Auto Canal Petit                    
10417, 5/13/2005 0:00 ,5887.35, Disputed  ,2,5,2005,5,45,100.0, S10_2016   , Euro Shopping Channel               
10107, 2/24/2003 0:00 ,6065.55, Shipped   ,1,2,2003,4,27,100.0, S10_4698   , Land of Toys Inc.                   
10120, 4/29/2003 0:00 ,9264.86, Shipped   ,2,4,2003,2,46,100.0, S10_4698   ," ""Australian Collectors Co.""        "
10134, 7/1/2003 0:00  ,7023.98, Shipped   ,3,7,2003,4,31,100.0, S10_4698   , Lyon Souveniers                     
10145, 8/25/2003 0:00 ,5176.38, Shipped   ,3,8,2003,8,33,100.0, S10_4698   , Toys4GrownUps.com                   
10159, 10/10/2003 0:00,4132.7, Shipped   ,4,10,2003,16,22,100.0, S10_4698   , Corporate Gift Ideas Co.            
10168, 10/28/2003 0:00,4183.0, Shipped   ,4,10,2003,3,20,100.0, S10_4698   , Technics Stores Inc.                
10180, 11/11/2003 0:00,8892.9, Shipped   ,4,11,2003,11,41,100.0, S10_4698   , Daedalus Designs Imports            
10188, 11/18/2003 0:00,8714.7, Shipped   ,4,11,2003,3,45,100.0, S10_4698   , Herkku Gifts                        
10201, 12/1/2003 0:00 ,8065.89, Shipped   ,4,12,2003,4,49,100.0, S10_4698   , Mini Wheels Co.                     
10210, 1/12/2004 0:00 ,6123.4, Shipped   ,1,1,2004,1,34,100.0, S10_4698   , Osaka Souveniers Co.                
10223, 2/20/2004 0:00 ,9774.03, Shipped   ,1,2,2004,3,49,100.0, S10_4698   ," ""Australian Collectors Co.""        "
10237, 4/5/2004 0:00  ,7023.9, Shipped   ,2,4,2004,9,39,100.0, S10_4698   , Vitachrome Inc.                     
10251, 5/18/2004 0:00 ,7078.23, Shipped   ,2,5,2004,4,43,100.0, S10_4698   , Tekni Collectables Inc.             
10263, 6/28/2004 0:00 ,8336.94, Shipped   ,2,6,2004,4,41,100.0, S10_4698   , Gift Depot Inc.                     
10275, 7/23/2004 0:00 ,6901.92, Shipped   ,3,7,2004,3,36,100.0, S10_4698   , La Rochelle Gifts                   
10285, 8/27/2004 0:00 ,5438.07, Shipped   ,3,8,2004,8,27,100.0, S10_4698   , Marta's Replicas Co.                
10299, 9/30/2004 0:00 ,6683.34, Shipped   ,3,9,2004,11,29,100.0, S10_4698   ," ""Toys of Finland Co.""              "
10308, 10/15/2004 0:00,4570.4, Shipped   ,4,10,2004,1,20,100.0, S10_4698   , Mini Classics                       
10318, 11/2/2004 0:00 ,7667.14, Shipped   ,4,11,2004,3,37,100.0, S10_4698   , Diecast Classics Inc.               
10329, 11/15/2004 0:00,5868.2, Shipped   ,4,11,2004,3,26,100.0, S10_4698   , Land of Toys Inc.                   
10339, 11/23/2004 0:00,2990.13, Shipped   ,4,11,2004,3,39,76.67, S10_4698   ," ""Tokyo Collectables Ltd""           "
10362, 1/5/2005 0:00  ,3664.1, Shipped   ,1,1,2005,4,22,100.0, S10_4698   , Technics Stores Inc.                
10374, 2/2/2005 0:00  ,3834.38, Shipped   ,1,2,2005,1,22,100.0, S10_4698   ," ""Australian Gift Network Co""       "
10388, 3/3/2005 0:00  ,1822.17, Shipped   ,1,3,2005,7,21,86.77, S10_4698   , FunGiftIdeas.com                    
10403, 4/8/2005 0:00  ,11886.6, Shipped   ,2,4,2005,9,66,100.0, S10_4698   ," ""UK Collectables Ltd.""             "
10417, 5/13/2005 0:00 ,9218.16, Disputed  ,2,5,2005,4,56,100.0, S10_4698   , Euro Shopping Channel               
10105, 2/11/2003 0:00 ,7208.0, Shipped   ,1,2,2003,2,50,100.0, S10_4757   , Danish Wholesale Imports            
10119, 4/28/2003 0:00 ,5004.8, Shipped   ,2,4,2003,11,46,100.0, S10_4757   , Salzburg Collectables               
10129, 6/12/2003 0:00 ,4398.24, Shipped   ,2,6,2003,2,33,100.0, S10_4757   ," ""Stylish Desk Decors Co.""          "
10143, 8/10/2003 0:00 ,5597.76, Shipped   ,3,8,2003,15,49,100.0, S10_4757   , Mini Creations Ltd.                 
10155, 10/6/2003 0:00 ,4526.08, Shipped   ,4,10,2003,13,32,100.0, S10_4757   ," ""Toys of Finland Co.""              "
10167, 10/23/2003 0:00,5924.16, Cancelled ,4,10,2003,9,44,100.0, S10_4757   , Scandinavian Gift Ideas             
10178, 11/8/2003 0:00 ,3492.48, Shipped   ,4,11,2003,12,24,100.0, S10_4757   , Alpha Cognac                        
10186, 11/14/2003 0:00,3854.24, Shipped   ,4,11,2003,9,26,100.0, S10_4757   ," ""Double Decker Gift Stores Ltd""    "
10197, 11/26/2003 0:00,5324.4, Shipped   ,4,11,2003,6,45,100.0, S10_4757   , Enaco Distributors                  
10209, 1/9/2004 0:00  ,5197.92, Shipped   ,1,1,2004,8,39,100.0, S10_4757   ," ""Men 'R' US Retailers Ltd.""        "
10222, 2/19/2004 0:00 ,5997.6, Shipped   ,1,2,2004,12,49,100.0, S10_4757   , Collectable Mini Designs Co.        
10248, 5/7/2004 0:00  ,2910.4, Cancelled ,2,5,2004,3,20,100.0, S10_4757   , Land of Toys Inc.                   
10261, 6/17/2004 0:00 ,3378.24, Shipped   ,2,6,2004,1,27,100.0, S10_4757   , Quebec Home Shopping Network        
10273, 7/21/2004 0:00 ,3508.8, Shipped   ,3,7,2004,4,30,100.0, S10_4757   , Petit Auto                          
10283, 8/20/2004 0:00 ,2992.0, Shipped   ,3,8,2004,6,25,100.0, S10_4757   ," ""Royal Canadian Collectables Ltd."" "
10295, 9/10/2004 0:00 ,3427.2, Shipped   ,3,9,2004,1,24,100.0, S10_4757   , Gifts4AllAges.com                   
10307, 10/14/2004 0:00,2692.8, Shipped   ,4,10,2004,9,22,100.0, S10_4757   ," ""Classic Gift Ideas Inc""           "
10316, 11/1/2004 0:00 ,4128.96, Shipped   ,4,11,2004,17,33,100.0, S10_4757   , giftsbymail.co.uk                   
10325, 11/5/2004 0:00 ,3051.71, Shipped   ,4,11,2004,6,47,64.93, S10_4757   , Baane Mini Imports                  
10337, 11/21/2004 0:00,1201.25, Shipped   ,4,11,2004,8,25,48.05, S10_4757   , Classic Legends Inc.                
10350, 12/2/2004 0:00 ,1962.22, Shipped   ,4,12,2004,5,26,75.47, S10_4757   , Euro Shopping Channel               
10359, 12/15/2004 0:00,2624.64, Shipped   ,4,12,2004,6,48,54.68, S10_4757   , Reims Collectables                  
10373, 1/31/2005 0:00 ,4046.25, Shipped   ,1,1,2005,3,39,100.0, S10_4757   ," ""Oulu Toy Supplies Inc.""           "
10384, 2/23/2005 0:00 ,4846.7, Shipped   ,1,2,2005,4,34,100.0, S10_4757   , Corporate Gift Ideas Co.            
10395, 3/17/2005 0:00 ,3370.56, Shipped   ,1,3,2005,2,32,100.0, S10_4757   , Lyon Souveniers                     
10400, 4/1/2005 0:00  ,9661.44, Shipped   ,2,4,2005,9,64,100.0, S10_4757   , The Sharp Gifts Warehouse           
10414, 5/6/2005 0:00  ,2764.88, On Hold   ,2,5,2005,3,19,100.0, S10_4757   , Gifts4AllAges.com                   
10103, 1/29/2003 0:00 ,5398.26, Shipped   ,1,1,2003,4,42,100.0, S10_4962   , Baane Mini Imports                  
10114, 4/1/2003 0:00  ,4305.28, Shipped   ,2,4,2003,8,31,100.0, S10_4962   ," ""La Corne D'abondance Co.""         "
10126, 5/28/2003 0:00 ,3347.74, Shipped   ,2,5,2003,4,22,100.0, S10_4962   ," ""Corrida Auto Replicas Ltd""        "
10140, 7/24/2003 0:00 ,3188.12, Shipped   ,3,7,2003,4,26,100.0, S10_4962   , Technics Stores Inc.                
10150, 9/19/2003 0:00 ,3191.2, Shipped   ,3,9,2003,1,20,100.0, S10_4962   ," ""Dragon Souveniers Ltd.""           "
10164, 10/21/2003 0:00,3536.82, Resolved  ,4,10,2003,2,21,100.0, S10_4962   , Mini Auto Werke                     
10175, 11/6/2003 0:00 ,5362.83, Shipped   ,4,11,2003,9,33,100.0, S10_4962   ," ""Stylish Desk Decors Co.""          "
10183, 11/13/2003 0:00,3433.36, Shipped   ,4,11,2003,1,28,100.0, S10_4962   ," ""Classic Gift Ideas Inc""           "
10194, 11/25/2003 0:00,4263.74, Shipped   ,4,11,2003,4,26,100.0, S10_4962   ," ""Saveley & Henriot Co.""            "
10207, 12/9/2003 0:00 ,4076.19, Shipped   ,4,12,2003,15,31,100.0, S10_4962   , Diecast Collectables                
10217, 2/4/2004 0:00  ,7020.48, Shipped   ,1,2,2004,4,48,100.0, S10_4962   , Handji Gifts& Co                    
10229, 3/11/2004 0:00 ,6426.5, Shipped   ,1,3,2004,9,50,100.0, S10_4962   , Mini Gifts Distributors Ltd.        
10245, 5/4/2004 0:00  ,4591.72, Shipped   ,2,5,2004,2,28,100.0, S10_4962   , Super Scale Inc.                    
10259, 6/15/2004 0:00 ,4033.38, Shipped   ,2,6,2004,12,26,100.0, S10_4962   , Handji Gifts& Co                    
10270, 7/19/2004 0:00 ,4302.08, Shipped   ,3,7,2004,2,32,100.0, S10_4962   , Souveniers And Things Co.           
10281, 8/19/2004 0:00 ,7020.64, Shipped   ,3,8,2004,9,44,100.0, S10_4962   , Diecast Classics Inc.               
10291, 9/8/2004 0:00  ,3855.9, Shipped   ,3,9,2004,4,30,100.0, S10_4962   , Scandinavian Gift Ideas             
10305, 10/13/2004 0:00,6680.78, Shipped   ,4,10,2004,13,38,100.0, S10_4962   , Marta's Replicas Co.                
10313, 10/22/2004 0:00,6678.0, Shipped   ,4,10,2004,7,40,100.0, S10_4962   , Canadian Gift Exchange Network      
10322, 11/4/2004 0:00 ,2851.54, Shipped   ,4,11,2004,8,46,61.99, S10_4962   , Online Diecast Creations Co.        
10334, 11/19/2004 0:00,3188.12, On Hold   ,4,11,2004,2,26,100.0, S10_4962   ," ""Volvo Model Replicas Co""          "
10347, 11/29/2004 0:00,4428.0, Shipped   ,4,11,2004,2,27,100.0, S10_4962   ," ""Australian Collectors Co.""        "
10357, 12/10/2004 0:00,5780.92, Shipped   ,4,12,2004,9,43,100.0, S10_4962   , Mini Gifts Distributors Ltd.        
10370, 1/20/2005 0:00 ,2297.05, Shipped   ,1,1,2005,4,35,65.63, S10_4962   ," ""Anna's Decorations Ltd""           "
10381, 2/17/2005 0:00 ,6231.54, Shipped   ,1,2,2005,6,37,100.0, S10_4962   , Corporate Gift Ideas Co.            
10391, 3/9/2005 0:00  ,1735.3, Shipped   ,1,3,2005,7,37,46.9, S10_4962   ," ""Anna's Decorations Ltd""           "
10411, 5/1/2005 0:00  ,4427.73, Shipped   ,2,5,2005,2,27,100.0, S10_4962   , Quebec Home Shopping Network        
10425, 5/31/2005 0:00 ,5894.94, In Process,2,5,2005,12,38,100.0, S10_4962   , La Rochelle Gifts                   
10108, 3/3/2003 0:00  ,5265.15, Shipped   ,1,3,2003,6,33,100.0, S12_1099   , Cruz & Sons Co.                     
10122, 5/8/2003 0:00  ,7599.9, Shipped   ,2,5,2003,10,42,100.0, S12_1099   , Marseille Mini Autos                
10135, 7/2/2003 0:00  ,8008.56, Shipped   ,3,7,2003,7,42,100.0, S12_1099   , Mini Gifts Distributors Ltd.        
10147, 9/5/2003 0:00  ,9245.76, Shipped   ,3,9,2003,7,48,100.0, S12_1099   , Collectables For Less Inc.          
10159, 10/10/2003 0:00,8296.35, Shipped   ,4,10,2003,2,41,100.0, S12_1099   , Corporate Gift Ideas Co.            
10169, 11/4/2003 0:00 ,5019.9, Shipped   ,4,11,2003,2,30,100.0, S12_1099   ," ""Anna's Decorations Ltd""           "
10181, 11/12/2003 0:00,5411.07, Shipped   ,4,11,2003,14,27,100.0, S12_1099   , Herkku Gifts                        
10191, 11/20/2003 0:00,3840.9, Shipped   ,4,11,2003,3,21,100.0, S12_1099   ," ""Toms Spezialitten Ltd""            "
10203, 12/2/2003 0:00 ,3930.4, Shipped   ,4,12,2003,8,20,100.0, S12_1099   , Euro Shopping Channel               
10211, 1/15/2004 0:00 ,7498.9, Shipped   ,1,1,2004,2,41,100.0, S12_1099   , Auto Canal Petit                    
10225, 2/22/2004 0:00 ,4517.91, Shipped   ,1,2,2004,9,27,100.0, S12_1099   ," ""Vida Sport Ltd""                   "
10238, 4/9/2004 0:00  ,5774.72, Shipped   ,2,4,2004,3,28,100.0, S12_1099   , Danish Wholesale Imports            
10253, 6/1/2004 0:00  ,3922.56, Cancelled ,2,6,2004,13,24,100.0, S12_1099   ," ""UK Collectables Ltd.""             "
10266, 7/6/2004 0:00  ,9160.36, Shipped   ,3,7,2004,14,44,100.0, S12_1099   , L'ordine Souveniers                 
10276, 8/2/2004 0:00  ,9631.0, Shipped   ,3,8,2004,3,50,100.0, S12_1099   , Online Mini Collectables            
10287, 8/30/2004 0:00 ,3432.24, Shipped   ,3,8,2004,12,21,100.0, S12_1099   ," ""Vida Sport Ltd""                   "
10300, 10/4/2003 0:00 ,5521.89, Shipped   ,4,10,2003,5,33,100.0, S12_1099   ," ""Blauer See Auto Co.""              "
10310, 10/16/2004 0:00,6934.62, Shipped   ,4,10,2004,10,33,100.0, S12_1099   ," ""Toms Spezialitten Ltd""            "
10320, 11/3/2004 0:00 ,6876.11, Shipped   ,4,11,2004,3,31,100.0, S12_1099   ," ""Volvo Model Replicas Co""          "
10329, 11/15/2004 0:00,2930.27, Shipped   ,4,11,2004,5,41,71.47, S12_1099   , Land of Toys Inc.                   
10341, 11/24/2004 0:00,3584.25, Shipped   ,4,11,2004,2,45,79.65, S12_1099   , Salzburg Collectables               
10363, 1/6/2005 0:00  ,2817.87, Shipped   ,1,1,2005,3,33,85.39, S12_1099   , Suominen Souveniers                 
10375, 2/3/2005 0:00  ,3420.0, Shipped   ,1,2,2005,7,45,76.0, S12_1099   , La Rochelle Gifts                   
10389, 3/3/2005 0:00  ,2575.04, Shipped   ,1,3,2005,4,26,99.04, S12_1099   , Scandinavian Gift Ideas             
10419, 5/17/2005 0:00 ,1961.28, Shipped   ,2,5,2005,13,12,100.0, S12_1099   , Salzburg Collectables               
10105, 2/11/2003 0:00 ,8690.36, Shipped   ,1,2,2003,15,41,100.0, S12_1108   , Danish Wholesale Imports            
10117, 4/16/2003 0:00 ,6034.38, Shipped   ,2,4,2003,9,33,100.0, S12_1108   ," ""Dragon Souveniers Ltd.""           "
10127, 6/3/2003 0:00  ,11279.2, Shipped   ,2,6,2003,2,46,100.0, S12_1108   , Muscle Machine Inc                  
10142, 8/8/2003 0:00  ,8023.29, Shipped   ,3,8,2003,12,33,100.0, S12_1108   , Mini Gifts Distributors Ltd.        
10153, 9/28/2003 0:00 ,4904.0, Shipped   ,3,9,2003,11,20,100.0, S12_1108   , Euro Shopping Channel               
10165, 10/22/2003 0:00,8594.52, Shipped   ,4,10,2003,3,44,100.0, S12_1108   ," ""Dragon Souveniers Ltd.""           "
10176, 11/6/2003 0:00 ,7474.5, Shipped   ,4,11,2003,2,33,100.0, S12_1108   , L'ordine Souveniers                 
10185, 11/14/2003 0:00,3883.74, Shipped   ,4,11,2003,13,21,100.0, S12_1108   , Mini Creations Ltd.                 
10196, 11/26/2003 0:00,8887.7, Shipped   ,4,11,2003,5,47,100.0, S12_1108   , Super Scale Inc.                    
10208, 1/2/2004 0:00  ,8602.92, Shipped   ,1,1,2004,13,46,100.0, S12_1108   ," ""Saveley & Henriot Co.""            "
10220, 2/12/2004 0:00 ,7181.44, Shipped   ,1,2,2004,2,32,100.0, S12_1108   ," ""Clover Collections Co.""           "
10231, 3/19/2004 0:00 ,8378.58, Shipped   ,1,3,2004,2,42,100.0, S12_1108   , CAF Imports                         
10247, 5/5/2004 0:00  ,10606.2, Shipped   ,2,5,2004,2,44,100.0, S12_1108   , Suominen Souveniers                 
10272, 7/20/2004 0:00 ,5818.4, Shipped   ,3,7,2004,2,35,100.0, S12_1108   , Diecast Classics Inc.               
10282, 8/20/2004 0:00 ,7071.27, Shipped   ,3,8,2004,5,41,100.0, S12_1108   , Mini Gifts Distributors Ltd.        
10293, 9/9/2004 0:00  ,8411.56, Shipped   ,3,9,2004,8,46,100.0, S12_1108   , Amica Models & Co.                  
10306, 10/14/2004 0:00,6570.76, Shipped   ,4,10,2004,13,31,100.0, S12_1108   ," ""AV Stores Co.""                    "
10314, 10/22/2004 0:00,7975.44, Shipped   ,4,10,2004,5,38,100.0, S12_1108   , Heintze Collectables                
10325, 11/5/2004 0:00 ,2688.0, Shipped   ,4,11,2004,8,42,64.0, S12_1108   , Baane Mini Imports                  
10336, 11/20/2004 0:00,1888.26, Shipped   ,4,11,2004,10,33,57.22, S12_1108   ," ""La Corne D'abondance Co.""         "
10348, 11/1/2004 0:00 ,2513.28, Shipped   ,4,11,2004,8,48,52.36, S12_1108   ," ""Corrida Auto Replicas Ltd""        "
10359, 12/15/2004 0:00,4764.48, Shipped   ,4,12,2004,8,42,100.0, S12_1108   , Reims Collectables                  
10371, 1/23/2005 0:00 ,3560.64, Shipped   ,1,1,2005,6,32,100.0, S12_1108   , Mini Gifts Distributors Ltd.        
10382, 2/17/2005 0:00 ,3823.64, Shipped   ,1,2,2005,10,34,100.0, S12_1108   , Mini Gifts Distributors Ltd.        
10395, 3/17/2005 0:00 ,2280.96, Shipped   ,1,3,2005,1,33,69.12, S12_1108   , Lyon Souveniers                     
10413, 5/5/2005 0:00  ,8677.8, Shipped   ,2,5,2005,2,36,100.0, S12_1108   , Gift Depot Inc.                     
