ORDERNUMBER, ORDERDATE      , SALES   , STATUS    , QTR_ID, MONTH_ID, YEAR_ID, ORDERLINENUMBER, QUANTITYORDERED, PRICEEACH, PRODUCTCODE, CUSTOMERNAME
      10107, 2/24/2003 0:00 ,  6065.55, Shipped   ,      1,        2,    2003,               4,              27,    100.0 , S10_4698   , Land of Toys Inc.
      10134, 7/1/2003 0:00  ,  7023.98, Shipped   ,      3,        7,    2003,               4,              31,    100.0 , S10_4698   , Lyon Souveniers
      10145, 8/25/2003 0:00 ,  5176.38, Shipped   ,      3,        8,    2003,               8,              33,    100.0 , S10_4698   , Toys4GrownUps.com
      10159, 10/10/2003 0:00,  4132.7 , Shipped   ,      4,       10,    2003,              16,              22,    100.0 , S10_4698   , Corporate Gift Ideas Co.
      10168, 10/28/2003 0:00,  4183.0 , Shipped   ,      4,       10,    2003,               3,              20,    100.0 , S10_4698   , Technics Stores Inc.
      10201, 12/1/2003 0:00 ,  8065.89, Shipped   ,      4,       12,    2003,               4,              49,    100.0 , S10_4698   , Mini Wheels Co.
      10237, 4/5/2004 0:00  ,  7023.9 , Shipped   ,      2,        4,    2004,               9,              39,    100.0 , S10_4698   , Vitachrome Inc.
      10251, 5/18/2004 0:00 ,  7078.23, Shipped   ,      2,        5,    2004,               4,              43,    100.0 , S10_4698   , Tekni Collectables Inc.
      10263, 6/28/2004 0:00 ,  8336.94, Shipped   ,      2,        6,    2004,               4,              41,    100.0 , S10_4698   , Gift Depot Inc.
      10285, 8/27/2004 0:00 ,  5438.07, Shipped   ,      3,        8,    2004,               8,              27,    100.0 , S10_4698   , Marta's Replicas Co.
      10308, 10/15/2004 0:00,  4570.4 , Shipped   ,      4,       10,    2004,               1,              20,    100.0 , S10_4698   , Mini Classics
      10318, 11/2/2004 0:00 ,  7667.14, Shipped   ,      4,       11,    2004,               3,              37,    100.0 , S10_4698   , Diecast Classics Inc.
      10329, 11/15/2004 0:00,  5868.2 , Shipped   ,      4,       11,    2004,               3,              26,    100.0 , S10_4698   , Land of Toys Inc.
      10362, 1/5/2005 0:00  ,  3664.1 , Shipped   ,      1,        1,    2005,               4,              22,    100.0 , S10_4698   , Technics Stores Inc.
      10388, 3/3/2005 0:00  ,  1822.17, Shipped   ,      1,        3,    2005,               7,              21,     86.77, S10_4698   , FunGiftIdeas.com
      10105, 2/11/2003 0:00 ,  7208.0 , Shipped   ,      1,        2,    2003,               2,              50,    100.0 , S10_4757   , Danish Wholesale Imports
      10119, 4/28/2003 0:00 ,  5004.8 , Shipped   ,      2,        4,    2003,              11,              46,    100.0 , S10_4757   , Salzburg Collectables
      10143, 8/10/2003 0:00 ,  5597.76, Shipped   ,      3,        8,    2003,              15,              49,    100.0 , S10_4757   , Mini Creations Ltd.
      10167, 10/23/2003 0:00,  5924.16, Cancelled ,      4,       10,    2003,               9,              44,    100.0 , S10_4757   , Scandinavian Gift Ideas
      10178, 11/8/2003 0:00 ,  3492.48, Shipped   ,      4,       11,    2003,              12,              24,    100.0 , S10_4757   , Alpha Cognac
      10222, 2/19/2004 0:00 ,  5997.6 , Shipped   ,      1,        2,    2004,              12,              49,    100.0 , S10_4757   , Collectable Mini Designs Co.
      10248, 5/7/2004 0:00  ,  2910.4 , Cancelled ,      2,        5,    2004,               3,              20,    100.0 , S10_4757   , Land of Toys Inc.
      10261, 6/17/2004 0:00 ,  3378.24, Shipped   ,      2,        6,    2004,               1,              27,    100.0 , S10_4757   , Quebec Home Shopping Network
      10273, 7/21/2004 0:00 ,  3508.8 , Shipped   ,      3,        7,    2004,               4,              30,    100.0 , S10_4757   , Petit Auto
      10295, 9/10/2004 0:00 ,  3427.2 , Shipped   ,      3,        9,    2004,               1,              24,    100.0 , S10_4757   , Gifts4AllAges.com
      10316, 11/1/2004 0:00 ,  4128.96, Shipped   ,      4,       11,    2004,              17,              33,    100.0 , S10_4757   , giftsbymail.co.uk
      10325, 11/5/2004 0:00 ,  3051.71, Shipped   ,      4,       11,    2004,               6,              47,     64.93, S10_4757   , Baane Mini Imports
      10337, 11/21/2004 0:00,  1201.25, Shipped   ,      4,       11,    2004,               8,              25,     48.05, S10_4757   , Classic Legends Inc.
      10359, 12/15/2004 0:00,  2624.64, Shipped   ,      4,       12,    2004,               6,              48,     54.68, S10_4757   , Reims Collectables
      10384, 2/23/2005 0:00 ,  4846.7 , Shipped   ,      1,        2,    2005,               4,              34,    100.0 , S10_4757   , Corporate Gift Ideas Co.
      10395, 3/17/2005 0:00 ,  3370.56, Shipped   ,      1,        3,    2005,               2,              32,    100.0 , S10_4757   , Lyon Souveniers
      10400, 4/1/2005 0:00  ,  9661.44, Shipped   ,      2,        4,    2005,               9,              64,    100.0 , S10_4757   , The Sharp Gifts Warehouse
      10414, 5/6/2005 0:00  ,  2764.88, On Hold   ,      2,        5,    2005,               3,              19,    100.0 , S10_4757   , Gifts4AllAges.com
      10103, 1/29/2003 0:00 ,  5398.26, Shipped   ,      1,        1,    2003,               4,              42,    100.0 , S10_4962   , Baane Mini Imports
      10140, 7/24/2003 0:00 ,  3188.12, Shipped   ,      3,        7,    2003,               4,              26,    100.0 , S10_4962   , Technics Stores Inc.
      10164, 10/21/2003 0:00,  3536.82, Resolved  ,      4,       10,    2003,               2,              21,    100.0 , S10_4962   , Mini Auto Werke
      10207, 12/9/2003 0:00 ,  4076.19, Shipped   ,      4,       12,    2003,              15,              31,    100.0 , S10_4962   , Diecast Collectables
      10217, 2/4/2004 0:00  ,  7020.48, Shipped   ,      1,        2,    2004,               4,              48,    100.0 , S10_4962   , Handji Gifts& Co
      10229, 3/11/2004 0:00 ,  6426.5 , Shipped   ,      1,        3,    2004,               9,              50,    100.0 , S10_4962   , Mini Gifts Distributors Ltd.
      10245, 5/4/2004 0:00  ,  4591.72, Shipped   ,      2,        5,    2004,               2,              28,    100.0 , S10_4962   , Super Scale Inc.
      10259, 6/15/2004 0:00 ,  4033.38, Shipped   ,      2,        6,    2004,              12,              26,    100.0 , S10_4962   , Handji Gifts& Co
      10281, 8/19/2004 0:00 ,  7020.64, Shipped   ,      3,        8,    2004,               9,              44,    100.0 , S10_4962   , Diecast Classics Inc.
      10291, 9/8/2004 0:00  ,  3855.9 , Shipped   ,      3,        9,    2004,               4,              30,    100.0 , S10_4962   , Scandinavian Gift Ideas
      10305, 10/13/2004 0:00,  6680.78, Shipped   ,      4,       10,    2004,              13,              38,    100.0 , S10_4962   , Marta's Replicas Co.
      10313, 10/22/2004 0:00,  6678.0 , Shipped   ,      4,       10,    2004,               7,              40,    100.0 , S10_4962   , Canadian Gift Exchange Network
      10322, 11/4/2004 0:00 ,  2851.54, Shipped   ,      4,       11,    2004,               8,              46,     61.99, S10_4962   , Online Diecast Creations Co.
      10357, 12/10/2004 0:00,  5780.92, Shipped   ,      4,       12,    2004,               9,              43,    100.0 , S10_4962   , Mini Gifts Distributors Ltd.
      10381, 2/17/2005 0:00 ,  6231.54, Shipped   ,      1,        2,    2005,               6,              37,    100.0 , S10_4962   , Corporate Gift Ideas Co.
      10411, 5/1/2005 0:00  ,  4427.73, Shipped   ,      2,        5,    2005,               2,              27,    100.0 , S10_4962   , Quebec Home Shopping Network
      10108, 3/3/2003 0:00  ,  5265.15, Shipped   ,      1,        3,    2003,               6,              33,    100.0 , S12_1099   , Cruz & Sons Co.
      10135, 7/2/2003 0:00  ,  8008.56, Shipped   ,      3,        7,    2003,               7,              42,    100.0 , S12_1099   , Mini Gifts Distributors Ltd.
      10147, 9/5/2003 0:00  ,  9245.76, Shipped   ,      3,        9,    2003,               7,              48,    100.0 , S12_1099   , Collectables For Less Inc.
      10159, 10/10/2003 0:00,  8296.35, Shipped   ,      4,       10,    2003,               2,              41,    100.0 , S12_1099   , Corporate Gift Ideas Co.
      10238, 4/9/2004 0:00  ,  5774.72, Shipped   ,      2,        4,    2004,               3,              28,    100.0 , S12_1099   , Danish Wholesale Imports
      10266, 7/6/2004 0:00  ,  9160.36, Shipped   ,      3,        7,    2004,              14,              44,    100.0 , S12_1099   , L'ordine Souveniers
      10276, 8/2/2004 0:00  ,  9631.0 , Shipped   ,      3,        8,    2004,               3,              50,    100.0 , S12_1099   , Online Mini Collectables
      10329, 11/15/2004 0:00,  2930.27, Shipped   ,      4,       11,    2004,               5,              41,     71.47, S12_1099   , Land of Toys Inc.
      10341, 11/24/2004 0:00,  3584.25, Shipped   ,      4,       11,    2004,               2,              45,     79.65, S12_1099   , Salzburg Collectables
      10389, 3/3/2005 0:00  ,  2575.04, Shipped   ,      1,        3,    2005,               4,              26,     99.04, S12_1099   , Scandinavian Gift Ideas
      10419, 5/17/2005 0:00 ,  1961.28, Shipped   ,      2,        5,    2005,              13,              12,    100.0 , S12_1099   , Salzburg Collectables
      10105, 2/11/2003 0:00 ,  8690.36, Shipped   ,      1,        2,    2003,              15,              41,    100.0 , S12_1108   , Danish Wholesale Imports
      10127, 6/3/2003 0:00  , 11279.2 , Shipped   ,      2,        6,    2003,               2,              46,    100.0 , S12_1108   , Muscle Machine Inc
      10142, 8/8/2003 0:00  ,  8023.29, Shipped   ,      3,        8,    2003,              12,              33,    100.0 , S12_1108   , Mini Gifts Distributors Ltd.
      10176, 11/6/2003 0:00 ,  7474.5 , Shipped   ,      4,       11,    2003,               2,              33,    100.0 , S12_1108   , L'ordine Souveniers
      10185, 11/14/2003 0:00,  3883.74, Shipped   ,      4,       11,    2003,              13,              21,    100.0 , S12_1108   , Mini Creations Ltd.
      10196, 11/26/2003 0:00,  8887.7 , Shipped   ,      4,       11,    2003,               5,              47,    100.0 , S12_1108   , Super Scale Inc.
      10272, 7/20/2004 0:00 ,  5818.4 , Shipped   ,      3,        7,    2004,               2,              35,    100.0 , S12_1108   , Diecast Classics Inc.
      10282, 8/20/2004 0:00 ,  7071.27, Shipped   ,      3,        8,    2004,               5,              41,    100.0 , S12_1108   , Mini Gifts Distributors Ltd.
      10293, 9/9/2004 0:00  ,  8411.56, Shipped   ,      3,        9,    2004,               8,              46,    100.0 , S12_1108   , Amica Models & Co.
      10314, 10/22/2004 0:00,  7975.44, Shipped   ,      4,       10,    2004,               5,              38,    100.0 , S12_1108   , Heintze Collectables
      10325, 11/5/2004 0:00 ,  2688.0 , Shipped   ,      4,       11,    2004,               8,              42,     64.0 , S12_1108   , Baane Mini Imports
      10359, 12/15/2004 0:00,  4764.48, Shipped   ,      4,       12,    2004,               8,              42,    100.0 , S12_1108   , Reims Collectables
      10371, 1/23/2005 0:00 ,  3560.64, Shipped   ,      1,        1,    2005,               6,              32,    100.0 , S12_1108   , Mini Gifts Distributors Ltd.
      10382, 2/17/2005 0:00 ,  3823.64, Shipped   ,      1,        2,    2005,              10,              34,    100.0 , S12_1108   , Mini Gifts Distributors Ltd.
      10395, 3/17/2005 0:00 ,  2280.96, Shipped   ,      1,        3,    2005,               1,              33,     69.12, S12_1108   , Lyon Souveniers
      10413, 5/5/2005 0:00  ,  8677.8 , Shipped   ,      2,        5,    2005,               2,              36,    100.0 , S12_1108   , Gift Depot Inc.
      10103, 1/29/2003 0:00 ,  3394.98, Shipped   ,      1,        1,    2003,               8,              27,    100.0 , S12_1666   , Baane Mini Imports
      10113, 3/26/2003 0:00 ,  3415.44, Shipped   ,      1,        3,    2003,               2,              21,    100.0 , S12_1666   , Mini Gifts Distributors Ltd.
      10140, 7/24/2003 0:00 ,  4829.8 , Shipped   ,      3,        7,    2003,               8,              38,    100.0 , S12_1666   , Technics Stores Inc.
      10164, 10/21/2003 0:00,  6563.06, Resolved  ,      4,       10,    2003,               6,              49,    100.0 , S12_1666   , Mini Auto Werke
      10206, 12/5/2003 0:00 ,  4056.36, Shipped   ,      4,       12,    2003,               3,              28,    100.0 , S12_1666   , Canadian Gift Exchange Network
      10229, 3/11/2004 0:00 ,  3451.0 , Shipped   ,      1,        3,    2004,              13,              25,    100.0 , S12_1666   , Mini Gifts Distributors Ltd.
      10245, 5/4/2004 0:00  ,  5920.4 , Shipped   ,      2,        5,    2004,               6,              38,    100.0 , S12_1666   , Super Scale Inc.
      10281, 8/19/2004 0:00 ,  2938.5 , Shipped   ,      3,        8,    2004,              13,              25,    100.0 , S12_1666   , Diecast Classics Inc.
      10291, 9/8/2004 0:00  ,  6387.8 , Shipped   ,      3,        9,    2004,               8,              41,    100.0 , S12_1666   , Scandinavian Gift Ideas
      10313, 10/22/2004 0:00,  2669.1 , Shipped   ,      4,       10,    2004,              11,              21,    100.0 , S12_1666   , Canadian Gift Exchange Network
      10322, 11/4/2004 0:00 ,  4784.13, Shipped   ,      4,       11,    2004,               9,              27,    100.0 , S12_1666   , Online Diecast Creations Co.
      10333, 11/18/2004 0:00,  3273.93, Shipped   ,      4,       11,    2004,               6,              33,     99.21, S12_1666   , Mini Wheels Co.
      10357, 12/10/2004 0:00,  5960.36, Shipped   ,      4,       12,    2004,               8,              49,    100.0 , S12_1666   , Mini Gifts Distributors Ltd.
      10381, 2/17/2005 0:00 ,  2952.0 , Shipped   ,      1,        2,    2005,               1,              20,    100.0 , S12_1666   , Corporate Gift Ideas Co.
      10411, 5/1/2005 0:00  ,  6232.0 , Shipped   ,      2,        5,    2005,               6,              40,    100.0 , S12_1666   , Quebec Home Shopping Network
      10107, 2/24/2003 0:00 ,  3036.6 , Shipped   ,      1,        2,    2003,               1,              21,    100.0 , S12_2823   , Land of Toys Inc.
      10121, 5/7/2003 0:00  ,  8284.0 , Shipped   ,      2,        5,    2003,               4,              50,    100.0 , S12_2823   , Reims Collectables
      10134, 7/1/2003 0:00  ,  2711.2 , Shipped   ,      3,        7,    2003,               1,              20,    100.0 , S12_2823   , Lyon Souveniers
      10145, 8/25/2003 0:00 ,  8339.8 , Shipped   ,      3,        8,    2003,               5,              49,    100.0 , S12_2823   , Toys4GrownUps.com
      10159, 10/10/2003 0:00,  6238.84, Shipped   ,      4,       10,    2003,              13,              38,    100.0 , S12_2823   , Corporate Gift Ideas Co.
      10189, 11/18/2003 0:00,  4512.48, Shipped   ,      4,       11,    2003,               1,              28,    100.0 , S12_2823   , Toys4GrownUps.com
      10201, 12/1/2003 0:00 ,  4029.0 , Shipped   ,      4,       12,    2003,               1,              25,    100.0 , S12_2823   , Mini Wheels Co.
      10237, 4/5/2004 0:00  ,  4193.28, Shipped   ,      2,        4,    2004,               6,              32,    100.0 , S12_2823   , Vitachrome Inc.
      10251, 5/18/2004 0:00 ,  7552.28, Shipped   ,      2,        5,    2004,               1,              46,    100.0 , S12_2823   , Tekni Collectables Inc.
      10263, 6/28/2004 0:00 ,  6434.4 , Shipped   ,      2,        6,    2004,               1,              48,    100.0 , S12_2823   , Gift Depot Inc.
      10276, 8/2/2004 0:00  ,  5181.5 , Shipped   ,      3,        8,    2004,              14,              43,    100.0 , S12_2823   , Online Mini Collectables
      10285, 8/27/2004 0:00 ,  6863.92, Shipped   ,      3,        8,    2004,               5,              49,    100.0 , S12_2823   , Marta's Replicas Co.
      10309, 10/15/2004 0:00,  4660.24, Shipped   ,      4,       10,    2004,               4,              26,    100.0 , S12_2823   , Baane Mini Imports
      10319, 11/3/2004 0:00 ,  4111.8 , Shipped   ,      4,       11,    2004,               9,              30,    100.0 , S12_2823   , Microscale Inc.
      10329, 11/15/2004 0:00,  3542.64, Shipped   ,      4,       11,    2004,               6,              24,    100.0 , S12_2823   , Land of Toys Inc.
      10341, 11/24/2004 0:00,  8118.55, Shipped   ,      4,       11,    2004,               8,              55,    100.0 , S12_2823   , Salzburg Collectables
      10362, 1/5/2005 0:00  ,  3877.06, Shipped   ,      1,        1,    2005,               1,              22,    100.0 , S12_2823   , Technics Stores Inc.
      10388, 3/3/2005 0:00  ,  5951.44, Shipped   ,      1,        3,    2005,               6,              44,    100.0 , S12_2823   , FunGiftIdeas.com
      10127, 6/3/2003 0:00  ,  7366.44, Shipped   ,      2,        6,    2003,               3,              46,    100.0 , S12_3148   , Muscle Machine Inc
      10142, 8/8/2003 0:00  ,  4985.64, Shipped   ,      3,        8,    2003,              13,              33,    100.0 , S12_3148   , Mini Gifts Distributors Ltd.
      10176, 11/6/2003 0:00 ,  8378.69, Shipped   ,      4,       11,    2003,               3,              47,    100.0 , S12_3148   , L'ordine Souveniers
      10185, 11/14/2003 0:00,  4038.21, Shipped   ,      4,       11,    2003,              14,              33,    100.0 , S12_3148   , Mini Creations Ltd.
      10196, 11/26/2003 0:00,  3807.12, Shipped   ,      4,       11,    2003,               6,              24,    100.0 , S12_3148   , Super Scale Inc.
      10272, 7/20/2004 0:00 ,  4283.01, Shipped   ,      3,        7,    2004,               3,              27,    100.0 , S12_3148   , Diecast Classics Inc.
      10282, 8/20/2004 0:00 ,  4364.82, Shipped   ,      3,        8,    2004,               6,              27,    100.0 , S12_3148   , Mini Gifts Distributors Ltd.
      10293, 9/9/2004 0:00  ,  4242.24, Shipped   ,      3,        9,    2004,               9,              24,    100.0 , S12_3148   , Amica Models & Co.
      10314, 10/22/2004 0:00,  6393.54, Shipped   ,      4,       10,    2004,               6,              46,    100.0 , S12_3148   , Heintze Collectables
      10324, 11/5/2004 0:00 ,  1466.91, Shipped   ,      4,       11,    2004,               1,              27,     54.33, S12_3148   , Vitachrome Inc.
      10382, 2/17/2005 0:00 ,  4071.85, Shipped   ,      1,        2,    2005,              11,              37,    100.0 , S12_3148   , Mini Gifts Distributors Ltd.
      10413, 5/5/2005 0:00  ,  8236.75, Shipped   ,      2,        5,    2005,               3,              47,    100.0 , S12_3148   , Gift Depot Inc.
      10108, 3/3/2003 0:00  ,  6130.35, Shipped   ,      1,        3,    2003,               4,              45,    100.0 , S12_3380   , Cruz & Sons Co.
      10135, 7/2/2003 0:00  ,  6031.68, Shipped   ,      3,        7,    2003,               5,              48,    100.0 , S12_3380   , Mini Gifts Distributors Ltd.
      10147, 9/5/2003 0:00  ,  3494.94, Shipped   ,      3,        9,    2003,               5,              31,    100.0 , S12_3380   , Collectables For Less Inc.
      10170, 11/4/2003 0:00 ,  5464.69, Shipped   ,      4,       11,    2003,               4,              47,    100.0 , S12_3380   , Mini Auto Werke
      10238, 4/9/2004 0:00  ,  3167.38, Shipped   ,      2,        4,    2004,               1,              29,    100.0 , S12_3380   , Danish Wholesale Imports
      10266, 7/6/2004 0:00  ,  2454.54, Shipped   ,      3,        7,    2004,              12,              22,    100.0 , S12_3380   , L'ordine Souveniers
      10276, 8/2/2004 0:00  ,  5464.69, Shipped   ,      3,        8,    2004,               1,              47,    100.0 , S12_3380   , Online Mini Collectables
      10329, 11/15/2004 0:00,  3846.98, Shipped   ,      4,       11,    2004,              13,              46,     83.63, S12_3380   , Land of Toys Inc.
      10341, 11/24/2004 0:00,  4220.92, Shipped   ,      4,       11,    2004,               1,              44,     95.93, S12_3380   , Salzburg Collectables
      10376, 2/8/2005 0:00  ,  3987.2 , Shipped   ,      1,        2,    2005,               1,              35,    100.0 , S12_3380   , Boards & Toys Co.
      10389, 3/3/2005 0:00  ,  1809.5 , Shipped   ,      1,        3,    2005,               6,              25,     72.38, S12_3380   , Scandinavian Gift Ideas
      10419, 5/17/2005 0:00 ,  1092.2 , Shipped   ,      2,        5,    2005,              11,              10,    100.0 , S12_3380   , Salzburg Collectables
      10105, 2/11/2003 0:00 ,  4566.05, Shipped   ,      1,        2,    2003,              14,              29,    100.0 , S12_3891   , Danish Wholesale Imports
      10127, 6/3/2003 0:00  ,  8138.76, Shipped   ,      2,        6,    2003,               1,              42,    100.0 , S12_3891   , Muscle Machine Inc
      10142, 8/8/2003 0:00  ,  9470.94, Shipped   ,      3,        8,    2003,              11,              46,    100.0 , S12_3891   , Mini Gifts Distributors Ltd.
      10176, 11/6/2003 0:00 ,  7872.5 , Shipped   ,      4,       11,    2003,               1,              50,    100.0 , S12_3891   , L'ordine Souveniers
      10185, 11/14/2003 0:00,  7886.2 , Shipped   ,      4,       11,    2003,              12,              43,    100.0 , S12_3891   , Mini Creations Ltd.
      10196, 11/26/2003 0:00,  7232.16, Shipped   ,      4,       11,    2003,               4,              38,    100.0 , S12_3891   , Super Scale Inc.
      10272, 7/20/2004 0:00 ,  7962.24, Shipped   ,      3,        7,    2004,               1,              39,    100.0 , S12_3891   , Diecast Classics Inc.
      10282, 8/20/2004 0:00 ,  3778.8 , Shipped   ,      3,        8,    2004,               4,              24,    100.0 , S12_3891   , Mini Gifts Distributors Ltd.
      10293, 9/9/2004 0:00  ,  8253.0 , Shipped   ,      3,        9,    2004,               7,              45,    100.0 , S12_3891   , Amica Models & Co.
      10314, 10/22/2004 0:00,  6913.8 , Shipped   ,      4,       10,    2004,               4,              36,    100.0 , S12_3891   , Heintze Collectables
      10325, 11/5/2004 0:00 ,  2583.6 , Shipped   ,      4,       11,    2004,               1,              24,    100.0 , S12_3891   , Baane Mini Imports
      10349, 12/1/2004 0:00 ,  4408.56, Shipped   ,      4,       12,    2004,              10,              26,    100.0 , S12_3891   , Muscle Machine Inc
      10359, 12/15/2004 0:00,  3042.41, Shipped   ,      4,       12,    2004,               5,              49,     62.09, S12_3891   , Reims Collectables
